Unnamed: 0,rental_date,return_date,amount,release_year,rental_rate,length,replacement_cost,special_features,NC-17,PG,PG-13,R
2394,2005-06-20 04:17:46+00:00,2005-06-29 00:21:46+00:00,9.99,2010.0,4.99,118.0,24.99,"{Trailers,""Behind the Scenes""}",0,0,1,0
2395,2005-07-08 21:01:02+00:00,2005-07-16 01:41:02+00:00,8.99,2010.0,4.99,118.0,24.99,"{Trailers,""Behind the Scenes""}",0,0,1,0
2396,2005-07-28 21:45:58+00:00,2005-08-04 22:07:58+00:00,8.99,2010.0,4.99,118.0,24.99,"{Trailers,""Behind the Scenes""}",0,0,1,0
2397,2005-08-19 21:26:55+00:00,2005-08-29 00:07:55+00:00,10.99,2010.0,4.99,118.0,24.99,"{Trailers,""Behind the Scenes""}",0,0,1,0
2398,2005-05-31 20:23:02+00:00,2005-06-04 00:00:02+00:00,4.99,2010.0,4.99,118.0,24.99,"{Trailers,""Behind the Scenes""}",0,0,1,0
2399,2005-06-19 19:58:38+00:00,2005-06-27 19:01:38+00:00,9.99,2010.0,4.99,118.0,24.99,"{Trailers,""Behind the Scenes""}",0,0,1,0
2400,2005-07-06 06:54:33+00:00,2005-07-14 11:44:33+00:00,9.99,2010.0,4.99,118.0,24.99,"{Trailers,""Behind the Scenes""}",0,0,1,0
2401,2005-07-27 14:08:36+00:00,2005-07-31 20:00:36+00:00,5.99,2010.0,4.99,118.0,24.99,"{Trailers,""Behind the Scenes""}",0,0,1,0
2402,2005-08-17 16:22:04+00:00,2005-08-25 19:59:04+00:00,9.99,2010.0,4.99,118.0,24.99,"{Trailers,""Behind the Scenes""}",0,0,1,0
2403,2005-06-21 06:23:16+00:00,2005-06-22 05:37:16+00:00,4.99,2010.0,4.99,118.0,24.99,"{Trailers,""Behind the Scenes""}",0,0,1,0
2404,2005-07-12 15:36:22+00:00,2005-07-19 16:53:22+00:00,8.99,2010.0,4.99,118.0,24.99,"{Trailers,""Behind the Scenes""}",0,0,1,0
2405,2005-07-28 17:06:16+00:00,2005-08-05 12:38:16+00:00,9.99,2010.0,4.99,118.0,24.99,"{Trailers,""Behind the Scenes""}",0,0,1,0
2406,2005-08-23 19:15:02+00:00,2005-09-01 00:39:02+00:00,9.99,2010.0,4.99,118.0,24.99,"{Trailers,""Behind the Scenes""}",0,0,1,0
2407,2005-05-26 00:48:50+00:00,2005-06-03 01:39:50+00:00,5.99,2006.0,4.99,185.0,14.99,"{""Deleted Scenes""}",0,0,0,0
2408,2005-06-19 18:55:17+00:00,2005-06-25 17:11:17+00:00,4.99,2006.0,4.99,185.0,14.99,"{""Deleted Scenes""}",0,0,0,0
2409,2005-07-07 21:57:56+00:00,2005-07-14 02:34:56+00:00,4.99,2006.0,4.99,185.0,14.99,"{""Deleted Scenes""}",0,0,0,0
2410,2005-07-29 06:47:36+00:00,2005-08-05 11:58:36+00:00,4.99,2006.0,4.99,185.0,14.99,"{""Deleted Scenes""}",0,0,0,0
2411,2005-08-22 09:31:53+00:00,2005-08-27 11:04:53+00:00,4.99,2006.0,4.99,185.0,14.99,"{""Deleted Scenes""}",0,0,0,0
2412,2005-06-15 11:55:43+00:00,2005-06-20 10:30:43+00:00,4.99,2006.0,4.99,185.0,14.99,"{""Deleted Scenes""}",0,0,0,0
2413,2005-07-09 22:48:57+00:00,2005-07-10 20:34:57+00:00,4.99,2006.0,4.99,185.0,14.99,"{""Deleted Scenes""}",0,0,0,0
2414,2005-07-27 20:44:34+00:00,2005-08-04 19:06:34+00:00,5.99,2006.0,4.99,185.0,14.99,"{""Deleted Scenes""}",0,0,0,0
2415,2005-08-22 02:25:09+00:00,2005-08-24 01:16:09+00:00,4.99,2006.0,4.99,185.0,14.99,"{""Deleted Scenes""}",0,0,0,0
2417,2005-07-07 16:43:23+00:00,2005-07-13 19:00:23+00:00,4.99,2006.0,4.99,185.0,14.99,"{""Deleted Scenes""}",0,0,0,0
2418,2005-08-01 09:20:03+00:00,2005-08-04 14:03:03+00:00,4.99,2006.0,4.99,185.0,14.99,"{""Deleted Scenes""}",0,0,0,0
2419,2005-08-24 01:54:02+00:00,2005-08-30 03:55:02+00:00,4.99,2006.0,4.99,185.0,14.99,"{""Deleted Scenes""}",0,0,0,0
2420,2005-07-09 22:04:33+00:00,2005-07-15 22:19:33+00:00,4.99,2006.0,4.99,185.0,14.99,"{""Deleted Scenes""}",0,0,0,0
2421,2005-07-30 02:22:12+00:00,2005-08-08 01:03:12+00:00,6.99,2006.0,4.99,185.0,14.99,"{""Deleted Scenes""}",0,0,0,0
2422,2005-08-21 06:30:00+00:00,2005-08-28 05:41:00+00:00,4.99,2006.0,4.99,185.0,14.99,"{""Deleted Scenes""}",0,0,0,0
2423,2005-07-30 08:39:19+00:00,2005-08-06 06:11:19+00:00,4.99,2006.0,4.99,185.0,14.99,"{""Deleted Scenes""}",0,0,0,0
2425,2005-05-26 01:07:59+00:00,2005-05-28 22:51:59+00:00,2.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2426,2005-06-20 01:11:30+00:00,2005-06-24 22:10:30+00:00,2.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2427,2005-07-12 05:17:11+00:00,2005-07-20 04:29:11+00:00,5.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2428,2005-07-29 10:34:45+00:00,2005-08-06 06:28:45+00:00,5.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2429,2005-05-31 18:20:29+00:00,2005-06-04 21:38:29+00:00,2.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2430,2005-06-16 12:28:54+00:00,2005-06-24 13:23:54+00:00,5.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2431,2005-07-07 04:48:25+00:00,2005-07-13 10:30:25+00:00,3.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2432,2005-07-28 11:51:56+00:00,2005-07-30 16:18:56+00:00,2.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2433,2005-08-23 03:27:43+00:00,2005-08-29 09:12:43+00:00,4.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2434,2005-06-01 02:17:11+00:00,2005-06-05 00:27:11+00:00,2.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2435,2005-06-20 20:06:51+00:00,2005-06-24 17:23:51+00:00,2.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2436,2005-07-11 22:48:22+00:00,2005-07-12 17:39:22+00:00,2.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2437,2005-07-30 19:35:39+00:00,2005-08-02 14:15:39+00:00,2.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2438,2005-08-18 14:50:59+00:00,2005-08-26 11:48:59+00:00,5.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2439,2005-06-18 05:15:27+00:00,2005-06-21 10:16:27+00:00,2.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2440,2005-07-11 12:15:08+00:00,2005-07-13 07:36:08+00:00,2.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2441,2005-08-02 18:28:50+00:00,2005-08-04 17:50:50+00:00,2.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2442,2005-08-23 13:23:36+00:00,2005-08-27 09:01:36+00:00,2.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2443,2005-06-21 20:00:18+00:00,2005-06-23 22:25:18+00:00,2.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2444,2005-07-12 11:38:25+00:00,2005-07-19 11:58:25+00:00,4.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2445,2005-08-01 23:15:08+00:00,2005-08-03 17:52:08+00:00,2.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2446,2005-08-22 04:53:08+00:00,2005-08-23 10:26:08+00:00,2.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2447,2005-07-09 00:53:27+00:00,2005-07-18 05:16:27+00:00,7.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2448,2005-07-28 03:14:35+00:00,2005-07-30 01:30:35+00:00,2.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2449,2005-08-23 12:23:56+00:00,2005-08-26 15:00:56+00:00,2.99,2006.0,2.99,100.0,11.99,"{Trailers,""Deleted Scenes""}",0,0,0,0
2450,2005-05-26 01:10:40+00:00,2005-06-03 01:38:40+00:00,2.99,2007.0,0.99,105.0,21.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
2451,2005-06-19 17:50:10+00:00,2005-06-26 22:25:10+00:00,1.99,2007.0,0.99,105.0,21.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
2452,2005-07-09 18:40:42+00:00,2005-07-16 18:18:42+00:00,1.99,2007.0,0.99,105.0,21.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
2453,2005-08-01 19:33:03+00:00,2005-08-03 01:26:03+00:00,0.99,2007.0,0.99,105.0,21.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
2454,2005-06-15 17:28:48+00:00,2005-06-21 17:40:48+00:00,0.99,2007.0,0.99,105.0,21.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
2455,2005-07-09 05:17:04+00:00,2005-07-16 07:25:04+00:00,1.99,2007.0,0.99,105.0,21.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
2456,2005-08-01 07:10:24+00:00,2005-08-07 07:04:24+00:00,0.99,2007.0,0.99,105.0,21.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
2457,2005-08-22 09:47:31+00:00,2005-08-29 04:33:31+00:00,1.99,2007.0,0.99,105.0,21.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
2458,2005-07-27 05:23:24+00:00,2005-08-03 06:10:24+00:00,1.99,2007.0,0.99,105.0,21.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
2459,2005-08-21 18:11:30+00:00,2005-08-27 16:19:30+00:00,0.99,2007.0,0.99,105.0,21.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
2460,2005-07-29 18:19:57+00:00,2005-08-07 17:44:57+00:00,3.99,2007.0,0.99,105.0,21.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
2461,2005-08-19 04:07:58+00:00,2005-08-24 04:42:58+00:00,0.99,2007.0,0.99,105.0,21.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0
2462,2005-05-26 01:19:53+00:00,2005-05-30 03:34:53+00:00,4.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2463,2005-06-19 03:43:58+00:00,2005-06-20 23:26:58+00:00,4.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2464,2005-07-11 00:02:42+00:00,2005-07-12 00:02:42+00:00,4.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2465,2005-07-31 15:50:51+00:00,2005-08-02 11:18:51+00:00,4.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2466,2005-08-20 06:01:48+00:00,2005-08-26 01:52:48+00:00,5.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2467,2005-05-27 08:34:41+00:00,2005-06-05 08:24:41+00:00,9.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2469,2005-07-11 03:13:45+00:00,2005-07-13 06:35:45+00:00,4.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2470,2005-08-01 04:08:01+00:00,2005-08-10 00:41:01+00:00,8.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2471,2005-08-20 14:41:50+00:00,2005-08-25 18:33:50+00:00,5.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2472,2005-05-27 21:21:04+00:00,2005-05-31 01:26:04+00:00,4.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2473,2005-06-19 18:55:23+00:00,2005-06-20 18:28:23+00:00,4.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2474,2005-07-09 08:28:03+00:00,2005-07-12 11:41:03+00:00,4.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2475,2005-07-28 11:58:17+00:00,2005-08-06 14:15:17+00:00,9.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2476,2005-08-21 11:17:10+00:00,2005-08-25 14:10:10+00:00,4.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2477,2005-05-30 04:31:17+00:00,2005-06-02 23:14:17+00:00,4.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2478,2005-06-18 23:29:21+00:00,2005-06-27 02:27:21+00:00,8.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2479,2005-07-11 13:14:22+00:00,2005-07-12 12:01:22+00:00,4.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2480,2005-07-31 10:20:58+00:00,2005-08-06 10:09:58+00:00,6.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2481,2005-08-22 19:29:15+00:00,2005-08-27 19:11:15+00:00,5.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2482,2005-06-17 19:56:53+00:00,2005-06-21 18:19:53+00:00,4.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2483,2005-07-08 22:34:34+00:00,2005-07-15 00:27:34+00:00,6.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2484,2005-08-02 18:18:22+00:00,2005-08-07 13:35:22+00:00,5.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2485,2005-08-20 01:39:35+00:00,2005-08-23 02:38:35+00:00,4.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2486,2005-07-07 02:11:43+00:00,2005-07-09 07:14:43+00:00,4.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2487,2005-07-30 16:09:56+00:00,2005-08-06 15:50:56+00:00,7.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2488,2005-08-18 23:05:42+00:00,2005-08-19 23:08:42+00:00,4.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2489,2005-08-02 15:56:54+00:00,2005-08-05 12:24:54+00:00,4.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2490,2005-08-22 18:33:50+00:00,2005-08-28 15:26:50+00:00,6.99,2007.0,4.99,145.0,10.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",1,0,0,0
2491,2005-05-26 01:20:03+00:00,2005-06-04 05:25:03+00:00,8.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2492,2005-06-19 20:05:47+00:00,2005-06-27 01:34:47+00:00,5.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2493,2005-07-07 17:39:00+00:00,2005-07-12 21:49:00+00:00,4.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2494,2005-07-29 22:32:13+00:00,2005-08-06 01:07:13+00:00,5.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2495,2005-08-19 02:37:41+00:00,2005-08-28 00:17:41+00:00,7.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2496,2005-05-27 02:56:19+00:00,2005-05-29 05:29:19+00:00,4.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2497,2005-06-18 14:22:52+00:00,2005-06-20 16:03:52+00:00,4.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2498,2005-07-11 16:09:51+00:00,2005-07-12 10:15:51+00:00,4.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2499,2005-07-31 05:18:10+00:00,2005-08-07 23:58:10+00:00,5.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2500,2005-08-18 23:11:41+00:00,2005-08-21 22:04:41+00:00,4.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2501,2005-06-19 22:04:18+00:00,2005-06-29 03:52:18+00:00,7.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2502,2005-07-09 02:01:48+00:00,2005-07-18 07:27:48+00:00,8.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2503,2005-07-29 16:42:13+00:00,2005-08-02 11:38:13+00:00,4.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2504,2005-08-23 14:20:35+00:00,2005-08-30 17:56:35+00:00,5.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2505,2005-07-07 01:48:44+00:00,2005-07-14 06:25:44+00:00,6.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2506,2005-07-28 01:11:23+00:00,2005-07-28 20:37:23+00:00,4.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2507,2005-08-23 13:18:52+00:00,2005-08-30 18:59:52+00:00,5.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2509,2005-08-01 08:57:14+00:00,2005-08-07 10:46:14+00:00,4.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2510,2005-08-23 00:20:04+00:00,2005-08-25 03:26:04+00:00,4.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2511,2005-07-09 11:40:32+00:00,2005-07-16 06:16:32+00:00,5.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2512,2005-07-31 11:40:33+00:00,2005-08-01 07:50:33+00:00,4.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2513,2005-07-27 05:26:14+00:00,2005-08-02 00:10:14+00:00,4.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2514,2005-08-20 16:21:37+00:00,2005-08-27 18:28:37+00:00,5.99,2004.0,4.99,170.0,22.99,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",0,1,0,0
2515,2005-05-26 01:21:56+00:00,2005-05-31 02:41:56+00:00,3.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2516,2005-06-16 12:16:05+00:00,2005-06-17 08:49:05+00:00,2.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2517,2005-07-07 03:43:03+00:00,2005-07-13 08:13:03+00:00,5.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2518,2005-07-28 14:16:37+00:00,2005-08-05 15:24:37+00:00,6.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2519,2005-08-23 15:08:46+00:00,2005-08-25 11:25:46+00:00,2.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2520,2005-05-27 10:03:39+00:00,2005-06-03 08:39:39+00:00,5.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2521,2005-06-18 03:57:34+00:00,2005-06-22 07:37:34+00:00,3.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2522,2005-07-12 01:18:16+00:00,2005-07-17 04:21:16+00:00,4.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2523,2005-07-29 02:52:58+00:00,2005-08-04 06:12:58+00:00,5.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2524,2005-08-19 00:13:08+00:00,2005-08-19 22:02:08+00:00,2.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2525,2005-05-31 15:35:13+00:00,2005-06-06 20:01:13+00:00,4.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2526,2005-06-21 10:19:07+00:00,2005-06-26 14:59:07+00:00,3.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2527,2005-07-10 14:37:20+00:00,2005-07-13 15:20:20+00:00,2.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2528,2005-08-01 17:12:11+00:00,2005-08-05 15:16:11+00:00,2.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2529,2005-08-21 11:03:05+00:00,2005-08-26 16:56:05+00:00,3.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2530,2005-06-15 10:11:16+00:00,2005-06-21 10:40:16+00:00,4.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2531,2005-07-12 07:27:37+00:00,2005-07-18 02:42:37+00:00,3.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2532,2005-07-29 19:04:42+00:00,2005-08-04 15:26:42+00:00,4.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2533,2005-08-23 09:38:41+00:00,2005-08-29 13:18:41+00:00,4.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2534,2005-06-15 19:48:41+00:00,2005-06-22 21:51:41+00:00,5.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2535,2005-07-08 03:48:52+00:00,2005-07-13 23:37:52+00:00,4.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2536,2005-07-31 07:07:16+00:00,2005-08-04 04:39:16+00:00,2.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2537,2005-06-21 15:29:23+00:00,2005-06-27 19:06:23+00:00,4.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2538,2005-07-11 04:10:37+00:00,2005-07-18 22:48:37+00:00,5.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2539,2005-07-30 01:53:00+00:00,2005-08-02 01:20:00+00:00,2.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2540,2005-08-21 20:23:53+00:00,2005-08-25 15:30:53+00:00,2.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2541,2005-07-11 09:06:52+00:00,2005-07-17 10:13:52+00:00,4.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2542,2005-08-01 09:18:56+00:00,2005-08-04 05:34:56+00:00,2.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2543,2005-08-17 08:43:29+00:00,2005-08-25 05:04:29+00:00,6.99,2007.0,2.99,47.0,22.99,{Trailers},0,1,0,0
2544,2005-05-26 01:42:46+00:00,2005-05-31 03:25:46+00:00,5.99,2008.0,4.99,172.0,20.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1
2545,2005-06-18 06:09:24+00:00,2005-06-26 11:17:24+00:00,8.99,2008.0,4.99,172.0,20.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1
2546,2005-07-11 17:14:58+00:00,2005-07-16 12:13:58+00:00,5.99,2008.0,4.99,172.0,20.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1
2547,2005-07-28 23:14:06+00:00,2005-08-05 17:16:06+00:00,8.99,2008.0,4.99,172.0,20.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1
2548,2005-08-22 09:47:15+00:00,2005-08-26 15:32:15+00:00,4.99,2008.0,4.99,172.0,20.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1
2549,2005-06-15 04:36:50+00:00,2005-06-23 02:09:50+00:00,7.99,2008.0,4.99,172.0,20.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1
2550,2005-07-10 16:43:22+00:00,2005-07-16 20:42:22+00:00,6.99,2008.0,4.99,172.0,20.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1
2552,2005-08-22 10:23:54+00:00,2005-08-28 07:19:54+00:00,6.99,2008.0,4.99,172.0,20.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1
2553,2005-06-17 22:14:08+00:00,2005-06-26 22:10:08+00:00,9.99,2008.0,4.99,172.0,20.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1
2554,2005-07-12 03:26:13+00:00,2005-07-18 21:29:13+00:00,7.99,2008.0,4.99,172.0,20.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1
2555,2005-07-28 05:58:30+00:00,2005-07-29 03:32:30+00:00,4.99,2008.0,4.99,172.0,20.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1
2556,2005-08-22 00:32:08+00:00,2005-08-26 22:07:08+00:00,5.99,2008.0,4.99,172.0,20.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1
2557,2005-05-26 01:46:54+00:00,2005-06-01 01:02:54+00:00,3.99,2008.0,0.99,178.0,27.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
2558,2005-06-16 11:49:08+00:00,2005-06-24 13:08:08+00:00,5.99,2008.0,0.99,178.0,27.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
2559,2005-07-06 23:24:55+00:00,2005-07-15 00:30:55+00:00,5.99,2008.0,0.99,178.0,27.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0
